InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Jack Roche,3,49,3,14,2,2,0,9,2,.286,.408,0,0,0,0,0,20,0,1917,rocheja01
FALSE,FALSE,Lou Rochelli,1,17,0,3,0,1,0,2,0,.176,.294,0,0,0,0,0,5,0,1944,rochelo01
TRUE,TRUE,Alex Rodriguez,22,10566,2021,3115,548,31,696,2086,329,.295,.550,14,3,0,2,3,5813,31,2016,rodrial01
FALSE,FALSE,Aurelio Rodriguez,17,6611,612,1570,287,46,124,648,35,.237,.351,0,0,0,1,0,2321,1,1983,rodriau01
FALSE,FALSE,Carlos Rodriguez,3,241,21,67,16,1,1,20,1,.278,.365,0,0,0,0,0,88,0,1995,rodrica01
FALSE,FALSE,Henry Rodriguez,2,23,0,4,1,0,0,2,0,.174,.217,0,0,0,0,0,5,0,2013,rodrihe04
FALSE,FALSE,Ronny Rodriguez,2,467,46,103,19,3,19,63,5,.221,.396,0,0,0,0,0,185,0,2019,rodriro03
FALSE,FALSE,Steve Rodriguez,1,39,5,7,1,0,0,0,2,.179,.205,0,0,0,0,0,8,0,1995,rodrist01
FALSE,FALSE,Vic Rodriguez,2,28,6,12,5,0,0,2,0,.429,.607,0,0,0,0,0,17,0,1989,rodrivi01
FALSE,FALSE,Oscar Roettger,4,66,7,14,1,0,0,6,0,.212,.227,0,0,0,0,0,15,0,1932,roettos01
FALSE,FALSE,Ed Roetz,1,45,7,11,4,1,0,5,0,.244,.378,0,0,0,0,0,17,0,1929,roetzed01
FALSE,FALSE,Emmett Rogers,1,110,18,19,3,3,0,7,2,.173,.255,0,0,0,0,0,28,0,1890,rogerem01
FALSE,FALSE,Jay Rogers,1,8,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1914,rogerja01
FALSE,FALSE,Jason Rogers,3,186,24,48,7,3,4,18,0,.258,.392,0,0,0,0,0,73,0,2016,rogerja02
FALSE,FALSE,Jake Rogers,1,112,11,14,3,0,4,8,0,.125,.259,0,0,0,0,0,29,0,2019,rogerja03
FALSE,FALSE,Packy Rogers,1,37,3,7,1,1,0,5,0,.189,.270,0,0,0,0,0,10,0,1938,rogerpa01
FALSE,FALSE,Dave Rohde,3,146,11,23,4,0,0,5,0,.158,.185,0,0,0,0,0,27,0,1992,rohdeda01
FALSE,FALSE,Dan Rohn,3,72,5,18,3,2,1,11,1,.250,.389,0,0,0,0,0,28,0,1986,rohnda01
FALSE,FALSE,Tony Roig,3,184,14,39,7,3,0,11,2,.212,.283,0,0,0,0,0,52,0,1956,roigto01
FALSE,TRUE,Cookie Rojas,16,6309,713,1660,254,25,54,593,74,.263,.337,5,0,0,0,0,2126,1,1977,rojasco01
FALSE,FALSE,Bill Rollinson,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1884,rollibi01
FALSE,FALSE,Jimmy Rollins,17,9294,1421,2455,511,115,231,936,470,.264,.418,3,1,0,4,0,3889,7,2016,rolliji01
FALSE,FALSE,Damian Rolls,5,819,103,203,42,2,9,73,27,.248,.337,0,0,0,0,0,276,0,2004,rollsda01
FALSE,FALSE,Bill Roman,2,35,2,5,0,0,1,1,0,.143,.229,0,0,0,0,0,8,0,1965,romanbi01
FALSE,FALSE,Niuman Romero,2,18,3,2,0,0,0,0,0,.111,.111,0,0,0,0,0,2,0,2010,romerni01
FALSE,FALSE,Stefen Romero,3,215,26,42,8,2,4,17,0,.195,.307,0,0,0,0,0,66,0,2016,romerst01
FALSE,FALSE,Jose Rondon,3,268,26,54,9,0,9,24,2,.201,.336,0,0,0,0,0,90,0,2019,rondojo02
FALSE,FALSE,Gene Roof,3,90,17,24,8,0,0,6,7,.267,.356,0,0,0,0,0,32,0,1983,roofge01
FALSE,FALSE,Phil Roof,15,2151,190,463,69,13,43,210,11,.215,.319,0,0,0,0,0,687,0,1977,roofph01
FALSE,FALSE,Frank Rooney,1,35,1,7,0,1,1,8,2,.200,.343,0,0,0,0,0,12,0,1914,roonefr01
FALSE,FALSE,Luis Rosado,2,28,1,5,1,0,0,3,0,.179,.214,0,0,0,0,0,6,0,1980,rosadlu01
FALSE,FALSE,Santiago Rosario,1,85,8,20,3,0,2,8,0,.235,.341,0,0,0,0,0,29,0,1965,rosarsa01
FALSE,FALSE,Bobby Rose,4,200,24,49,11,3,5,23,1,.245,.405,0,0,0,0,0,81,0,1992,rosebo01
FALSE,FALSE,Bob Roselli,5,114,8,25,7,1,2,10,1,.219,.351,0,0,0,0,0,40,0,1962,roselbo01
FALSE,FALSE,Chief Roseman,7,2761,443,726,120,49,17,222,19,.263,.360,0,0,0,0,0,995,0,1890,rosemch01
FALSE,FALSE,Al Rosen,10,3725,603,1063,165,20,192,717,39,.285,.495,4,1,0,0,1,1844,5,1956,rosenal01
FALSE,FALSE,Lou Rosenberg,1,4,0,1,0,0,0,0,0,.250,.250,0,0,0,0,0,1,0,1923,rosenlo01
FALSE,FALSE,Sy Rosenthal,2,357,40,95,17,5,4,42,5,.266,.375,0,0,0,0,0,134,0,1926,rosensi01
TRUE,TRUE,Pete Rose,24,14053,2165,4256,746,135,160,1314,198,.303,.409,17,1,0,2,0,5752,16,1986,rosepe01
FALSE,FALSE,Chet Ross,6,1309,156,316,53,21,34,170,6,.241,.392,0,0,0,0,0,513,0,1944,rossch01
FALSE,FALSE,David Ross,15,2280,254,521,116,5,106,314,3,.229,.423,0,0,0,0,0,965,0,2016,rossda01
FALSE,FALSE,Rico Rossy,4,317,43,67,18,1,4,28,0,.211,.312,0,0,0,0,0,99,0,1998,rossyri01
FALSE,FALSE,Bobby Rothermel,1,21,1,2,0,0,0,3,0,.095,.095,0,0,0,0,0,2,0,1899,rothebo01
FALSE,FALSE,Claude Rothgeb,1,16,2,2,0,0,0,0,1,.125,.125,0,0,0,0,0,2,0,1905,rothgcl01
FALSE,FALSE,Mike Rouse,2,91,9,15,4,0,0,6,2,.165,.209,0,0,0,0,0,19,0,2007,rousemi01
FALSE,FALSE,Phil Routcliffe,1,4,1,1,0,0,0,1,1,.250,.250,0,0,0,0,0,1,0,1890,routcph01
FALSE,FALSE,Dave Rowan,1,65,7,25,1,1,0,11,0,.385,.431,0,0,0,0,0,28,0,1911,rowanda01
FALSE,FALSE,Jack Rowe,12,4386,764,1256,202,88,28,644,59,.286,.392,0,0,0,0,0,1718,0,1890,roweja01
FALSE,FALSE,Ed Rowen,3,538,68,130,18,5,1,65,0,.242,.299,0,0,0,0,0,161,0,1884,rowened01
FALSE,FALSE,Chuck Rowland,1,6,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1923,rowlach01
FALSE,FALSE,Rich Rowland,6,230,22,49,8,0,9,26,0,.213,.365,0,0,0,0,0,84,0,1995,rowlari01
FALSE,FALSE,Jim Roxburgh,2,12,1,3,0,0,0,0,0,.250,.250,0,0,0,0,0,3,0,1887,roxbuji01
FALSE,FALSE,Al Rubeling,4,747,94,186,31,12,8,79,8,.249,.355,0,0,0,0,0,265,0,1944,rubelal01
FALSE,FALSE,John Rudderham,1,4,0,1,0,0,0,0,0,.250,.250,0,0,0,0,0,1,0,1884,ruddejo01
FALSE,FALSE,Ken Rudolph,9,743,55,158,23,2,6,64,2,.213,.273,0,0,0,0,0,203,0,1977,rudolke01
FALSE,FALSE,Rudy Rufer,2,26,2,2,0,0,0,2,1,.077,.077,0,0,0,0,0,2,0,1950,ruferru01
FALSE,FALSE,Chico Ruiz,8,1150,133,276,37,10,2,69,34,.240,.295,0,0,0,0,0,339,0,1971,ruizch01
FALSE,FALSE,Chico Ruiz,2,72,6,21,5,1,0,4,0,.292,.389,0,0,0,0,0,28,0,1980,ruizch02
FALSE,FALSE,Randy Ruiz,3,217,41,59,11,0,12,25,2,.272,.488,0,0,0,0,0,106,0,2010,ruizra01
FALSE,FALSE,Joe Rullo,2,151,7,32,3,0,0,11,1,.212,.232,0,0,0,0,0,35,0,1944,rullojo01
FALSE,FALSE,William Rumler,3,171,15,43,7,4,1,32,4,.251,.357,0,0,0,0,0,61,0,1917,rumlewi01
FALSE,FALSE,Tom Runnells,2,46,4,8,2,0,0,0,0,.174,.217,0,0,0,0,0,10,0,1986,runneto01
FALSE,FALSE,Addison Russell,5,1987,256,480,100,9,60,253,17,.242,.392,1,0,0,0,0,778,0,2019,russead02
FALSE,TRUE,Bill Russell,18,7318,796,1926,293,57,46,627,167,.263,.338,3,0,0,0,0,2471,1,1986,russebi01
FALSE,FALSE,Lloyd Russell,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1938,russell01
FALSE,FALSE,Reb Russell,9,976,142,262,48,25,22,172,9,.268,.436,0,0,0,0,0,426,0,1923,russere01
FALSE,FALSE,Rip Russell,6,1402,133,344,52,8,29,192,4,.245,.356,0,0,0,0,0,499,0,1947,russeri01
FALSE,FALSE,Kevin Russo,1,49,5,9,2,0,0,4,1,.184,.224,0,0,0,0,0,11,0,2010,russoke01
FALSE,FALSE,Hank Ruszkowski,3,84,8,20,2,0,3,10,0,.238,.369,0,0,0,0,0,31,0,1947,ruszkha01
TRUE,TRUE,Babe Ruth,22,8398,2174,2873,506,136,714,2217,123,.342,.690,2,1,0,0,0,5793,33,1935,ruthba01
FALSE,FALSE,Mickey Rutner,1,48,4,12,1,0,1,4,0,.250,.333,0,0,0,0,0,16,0,1947,rutnemi01
FALSE,FALSE,Rusty Ryal,2,266,30,70,13,3,6,20,0,.263,.402,0,0,0,0,0,107,0,2010,ryalru01
FALSE,FALSE,Blondy Ryan,6,1330,127,318,36,13,8,133,6,.239,.304,0,0,0,0,0,404,0,1938,ryanbl01
FALSE,FALSE,Brendan Ryan,10,2591,304,604,116,18,19,203,67,.233,.314,0,0,0,0,0,813,0,2016,ryanbr01
FALSE,FALSE,Jack Ryan,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1929,ryanja03
FALSE,FALSE,Dan Sheahan,1,34,2,5,0,1,0,0,0,.147,.206,0,0,0,0,0,7,0,1884,ryanjo03
FALSE,TRUE,Mike Ryan,11,1920,146,370,60,12,28,161,4,.193,.280,0,0,0,0,0,538,0,1974,ryanmi02
FALSE,FALSE,Mike Ryan,5,299,35,77,18,1,7,35,4,.258,.395,0,0,0,0,0,118,0,2010,ryanmi03
FALSE,FALSE,Rob Ryan,3,64,8,15,2,1,2,7,0,.234,.391,0,0,0,0,0,25,0,2001,ryanro02
FALSE,FALSE,Tom Ryder,1,28,4,7,1,0,0,0,0,.250,.286,0,0,0,0,0,8,0,1884,ryderto01
FALSE,FALSE,Frank Sacka,2,34,3,9,0,0,0,6,0,.265,.265,0,0,0,0,0,9,0,1953,sackafr01
FALSE,FALSE,Donnie Sadler,8,768,125,155,29,8,6,46,25,.202,.284,0,0,0,0,0,218,0,2007,sadledo01
FALSE,FALSE,Olmedo Saenz,9,1663,226,438,106,5,73,275,3,.263,.465,0,0,0,0,0,773,0,2007,saenzol01
FALSE,FALSE,Harry Sage,1,275,40,41,8,4,2,25,10,.149,.229,0,0,0,0,0,63,0,1890,sageha01
FALSE,FALSE,Tyler Saladino,5,978,109,221,33,6,19,92,28,.226,.330,0,0,0,0,0,323,0,2019,saladty01
FALSE,FALSE,Luis Salazar,13,4101,438,1070,144,33,94,455,117,.261,.381,0,0,0,0,0,1562,0,1992,salazlu01
FALSE,FALSE,Oscar Salazar,4,372,50,100,16,2,14,62,1,.269,.435,0,0,0,0,0,162,0,2010,salazos01
FALSE,FALSE,Ed Sales,1,189,19,43,7,3,1,23,3,.228,.312,0,0,0,0,0,59,0,1890,salesed01
FALSE,FALSE,Bill Salkeld,6,850,111,232,39,2,31,132,6,.273,.433,0,0,0,0,0,368,0,1950,salkebi01
FALSE,FALSE,Ron Samford,4,334,31,73,14,2,5,27,2,.219,.317,0,0,0,0,0,106,0,1959,samforo01
FALSE,FALSE,Billy Sample,9,2516,371,684,127,9,46,230,98,.272,.384,0,0,0,0,0,967,0,1986,samplbi01
FALSE,TRUE,Juan Samuel,16,6081,873,1578,287,102,161,703,396,.259,.420,3,0,0,0,0,2552,2,1998,samueju01
FALSE,FALSE,Adrian Sanchez,3,160,17,42,9,1,0,15,0,.263,.331,0,0,0,0,0,53,0,2019,sanchad01
FALSE,FALSE,Angel Sanchez,4,570,67,145,19,4,1,54,3,.254,.307,0,0,0,0,0,175,0,2013,sanchan02
FALSE,FALSE,Anthony Sanders,3,25,3,6,3,0,0,4,0,.240,.360,0,0,0,0,0,9,0,2001,sandean01
FALSE,FALSE,Deion Sanders,9,2123,308,558,72,43,39,168,186,.263,.392,0,0,0,0,0,833,0,2001,sandede02
FALSE,FALSE,John Sanders,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1965,sandejo01
FALSE,FALSE,Reggie Sanders,1,99,12,27,7,0,3,10,1,.273,.434,0,0,0,0,0,43,0,1974,sandere01
FALSE,TRUE,Reggie Sanders,17,6241,1037,1666,341,60,305,983,304,.267,.487,1,0,0,0,0,3042,1,2007,sandere02
FALSE,FALSE,Mike Sandlock,5,446,34,107,19,2,2,31,2,.240,.305,0,0,0,0,0,136,0,1953,sandlmi01
FALSE,FALSE,Jerry Sands,5,420,36,100,22,1,10,57,3,.238,.367,0,0,0,0,0,154,0,2016,sandsje01
FALSE,TRUE,Manny Sanguillen,13,5062,566,1500,205,57,65,585,35,.296,.398,3,0,0,0,0,2014,1,1980,sanguma01
FALSE,FALSE,F. P. Santangelo,7,1691,258,415,87,14,21,162,37,.245,.351,0,0,0,0,0,593,0,2001,santafp01
FALSE,FALSE,Pedro Santana,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,2001,santape01
FALSE,FALSE,Omir Santos,5,322,29,80,14,1,7,41,0,.248,.363,0,0,0,0,0,117,0,2013,santoom01
FALSE,TRUE,Ron Santo,15,8143,1138,2254,365,67,342,1331,35,.277,.464,9,0,0,5,0,3779,11,1974,santoro01
FALSE,FALSE,Edward Santry,1,22,1,4,0,0,0,0,0,.182,.182,0,0,0,0,0,4,0,1884,santred01
FALSE,FALSE,Dave Sappelt,3,251,28,63,17,0,2,17,4,.251,.343,0,0,0,0,0,86,0,2013,sappeda01
FALSE,FALSE,Bronson Sardinha,1,9,6,3,0,0,0,2,0,.333,.333,0,0,0,0,0,3,0,2007,sardibr01
FALSE,FALSE,Bill Sarni,5,1182,107,311,50,11,22,151,6,.263,.380,0,0,0,0,0,449,0,1956,sarnibi01
FALSE,FALSE,Mackey Sasser,9,1189,103,317,69,7,16,156,1,.267,.377,0,0,0,0,0,448,0,1995,sassema01
FALSE,FALSE,Rob Sasser,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1998,sassero01
FALSE,FALSE,Luis Saturria,2,10,1,1,1,0,0,1,1,.100,.200,0,0,0,0,0,2,0,2001,saturlu01
FALSE,TRUE,Hank Sauer,15,4796,709,1278,200,19,288,876,11,.266,.496,2,1,0,0,0,2380,3,1959,sauerha01
FALSE,FALSE,Al Sauter,1,41,1,4,0,0,0,0,0,.098,.098,0,0,0,0,0,4,0,1890,sauteal01
FALSE,FALSE,Ted Savage,9,1375,202,321,51,11,34,163,49,.233,.361,0,0,0,0,0,496,0,1971,savagte01
FALSE,FALSE,Jimmy Say,3,217,25,57,8,5,1,12,0,.263,.359,0,0,0,0,0,78,0,1887,sayji01
FALSE,FALSE,Lou Say,7,1239,181,287,44,8,5,52,0,.232,.292,0,0,0,0,0,362,0,1884,saylo01
FALSE,FALSE,Jerry Scala,3,193,26,43,9,2,1,19,3,.223,.306,0,0,0,0,0,59,0,1950,scalaje01
FALSE,FALSE,Bobby Scales,2,137,19,34,8,2,3,17,1,.248,.401,0,0,0,0,0,55,0,2010,scalebo01
FALSE,FALSE,Mort Scanlan,1,10,0,0,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,1890,scanlmo01
FALSE,FALSE,Pat Scanlon,1,24,2,7,1,0,0,0,0,.292,.333,0,0,0,0,0,8,0,1884,scanlpa01
FALSE,FALSE,Pat Scanlon,4,219,17,41,7,1,4,28,0,.187,.283,0,0,0,0,0,62,0,1977,scanlpa02
FALSE,FALSE,Russ Scarritt,4,1037,119,296,44,25,3,120,17,.285,.385,0,0,0,0,0,399,0,1932,scarrru01
FALSE,TRUE,Paul Schaal,11,3555,436,869,132,26,57,323,43,.244,.344,0,0,0,0,0,1224,0,1974,schaapa01
FALSE,FALSE,Harry Schafer,8,1655,339,449,64,15,4,215,35,.271,.335,0,0,0,0,0,555,0,1878,schafha01
FALSE,FALSE,Jimmie Schaffer,8,574,53,128,28,3,11,56,3,.223,.340,0,0,0,0,0,195,0,1968,schafji01
FALSE,FALSE,Logan Schafer,6,625,71,134,34,8,5,53,10,.214,.318,0,0,0,0,0,199,0,2016,schaflo01
FALSE,TRUE,Ray Schalk,18,5306,579,1345,199,49,11,594,177,.253,.316,0,0,0,0,0,1675,5,1929,schalra01
FALSE,FALSE,Heinie Scheer,2,345,36,73,11,1,6,33,4,.212,.301,0,0,0,0,0,104,0,1923,scheehe01
FALSE,FALSE,Ted Scheffler,2,539,128,128,15,7,3,38,81,.237,.308,0,0,0,0,0,166,0,1890,schefte01
FALSE,FALSE,Richie Scheinblum,8,1218,131,320,52,9,13,127,0,.263,.352,1,0,0,0,0,429,1,1974,scheiri01
FALSE,FALSE,Bob Scherbarth,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1950,scherbo01
FALSE,FALSE,Lou Schiappacasse,1,5,0,0,0,0,0,1,0,.000,.000,0,0,0,0,0,0,0,1902,schialo01
FALSE,FALSE,Morrie Schick,1,34,3,5,0,0,0,3,0,.147,.147,0,0,0,0,0,5,0,1917,schicmo01
FALSE,FALSE,Chuck Schilling,5,1969,230,470,76,5,23,146,11,.239,.317,0,0,0,0,0,625,0,1965,schilch01
FALSE,FALSE,Bill Schindler,1,2,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1920,schinbi01
FALSE,FALSE,Dutch Schirick,1,0,0,0,0,0,0,0,2,.000,.000,0,0,0,0,0,0,0,1914,schirdu01
FALSE,FALSE,Larry Schlafly,4,658,91,158,20,12,5,58,41,.240,.330,0,0,0,0,0,217,0,1914,schlala01
FALSE,FALSE,Admiral Schlei,8,1918,195,455,52,21,6,209,38,.237,.296,0,0,0,0,0,567,0,1911,schlead01
FALSE,FALSE,Bill Schlesinger,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1965,schleru01
FALSE,FALSE,Dutch Schliebner,1,520,61,141,23,6,4,56,4,.271,.362,0,0,0,0,0,188,0,1923,schlidu01
FALSE,FALSE,Jay Schlueter,1,3,1,1,0,0,0,0,0,.333,.333,0,0,0,0,0,1,0,1971,schluja01
FALSE,FALSE,Norm Schlueter,3,296,18,55,11,2,0,26,3,.186,.236,0,0,0,0,0,70,0,1944,schluno01
FALSE,FALSE,Boss Schmidt,6,1480,137,360,41,22,3,124,23,.243,.307,0,0,0,0,0,454,0,1911,schmibo01
FALSE,FALSE,Bob Schmidt,7,1305,133,317,55,4,39,150,0,.243,.381,1,0,0,0,0,497,0,1965,schmibo02
TRUE,TRUE,Mike Schmidt,18,8352,1506,2234,408,59,548,1595,174,.267,.527,12,3,0,10,0,4404,33,1989,schmimi01
FALSE,FALSE,Dave Schneck,3,413,32,82,14,4,8,35,4,.199,.310,0,0,0,0,0,128,0,1974,schneda02
FALSE,FALSE,Dick Schofield,19,3083,394,699,113,20,21,211,12,.227,.297,0,0,0,0,0,915,0,1971,schofdi01
FALSE,FALSE,Paul Schramka,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1953,schrapa01
FALSE,FALSE,Hank Schreiber,5,91,10,18,5,0,0,6,0,.198,.253,0,0,0,0,0,23,0,1926,schreha01
FALSE,TRUE,Ossee Schrecongost,11,3057,304,829,136,31,9,338,52,.271,.345,0,0,0,0,0,1054,0,1908,schreos01
FALSE,FALSE,Bob Schroder,4,221,29,48,5,1,0,12,1,.217,.249,0,0,0,0,0,55,0,1968,schrobo01
FALSE,FALSE,Johnny Schulte,5,374,59,98,15,4,14,64,1,.262,.436,0,0,0,0,0,163,0,1932,schuljo04
FALSE,FALSE,Bill Schwartz,2,110,14,26,4,0,1,0,0,.236,.300,0,0,0,0,0,33,0,1884,schwabi01
FALSE,FALSE,Al Schweitzer,4,874,97,208,28,8,3,87,47,.238,.299,0,0,0,0,0,261,0,1911,schweal01
FALSE,FALSE,Frank Schwindel,1,15,0,1,0,0,0,0,0,.067,.067,0,0,0,0,0,1,0,2019,schwifr01
FALSE,FALSE,Mike Scioscia,13,4373,398,1131,198,12,68,446,29,.259,.356,2,0,0,0,0,1557,1,1992,sciosmi01
FALSE,FALSE, Scott,1,53,10,12,1,1,1,0,0,.226,.340,0,0,0,0,0,18,0,1884,scott01
FALSE,FALSE,Dick Scott,1,2,0,0,0,0,0,1,0,.000,.000,0,0,0,0,0,0,0,1989,scottdi03
FALSE,TRUE,Everett Scott,13,5837,552,1455,208,58,20,551,69,.249,.315,0,0,0,0,0,1839,2,1926,scottev01
FALSE,FALSE,Gary Scott,2,175,16,28,5,0,3,16,0,.160,.240,0,0,0,0,0,42,0,1992,scottga01
FALSE,FALSE,John Scott,1,24,2,6,1,0,0,1,1,.250,.292,0,0,0,0,0,7,0,1914,scottji02
FALSE,FALSE,John Scott,3,257,35,57,9,0,2,15,13,.222,.280,0,0,0,0,0,72,0,1977,scottjo01
FALSE,FALSE,Luke Scott,9,2810,370,725,181,20,135,436,17,.258,.481,0,0,0,0,0,1351,0,2013,scottlu01
FALSE,FALSE,Chuck Scrivener,3,310,38,59,8,1,2,18,2,.190,.242,0,0,0,0,0,75,0,1977,scrivch01
FALSE,FALSE,Xavier Scruggs,3,119,6,27,6,0,1,14,1,.227,.303,0,0,0,0,0,36,0,2016,scrugxa01
FALSE,FALSE,Kevin Sefcik,7,771,92,212,36,10,6,56,21,.275,.371,0,0,0,0,0,286,0,2001,sefcike01
FALSE,TRUE,David Segui,15,4847,683,1412,284,16,139,684,17,.291,.443,0,0,0,0,0,2145,0,2004,seguida01
FALSE,FALSE,Ricky Seilheimer,1,52,4,11,3,1,1,3,1,.212,.365,0,0,0,0,0,19,0,1980,seilhri01
FALSE,FALSE,Frank Sellman,5,167,27,43,8,2,1,18,3,.257,.347,0,0,0,0,0,58,0,1875,selmafr01
FALSE,FALSE,Carey Selph,2,447,58,124,20,9,0,58,8,.277,.362,0,0,0,0,0,162,0,1932,selphca01
FALSE,FALSE,Ted Sepkowski,3,26,3,6,2,0,0,1,0,.231,.308,0,0,0,0,0,8,0,1947,sepkote01
FALSE,FALSE,Scott Servais,11,2493,243,611,130,2,63,319,3,.245,.375,0,0,0,0,0,934,0,2001,servasc01
FALSE,FALSE,John Sevcik,1,16,1,1,1,0,0,0,0,.063,.125,0,0,0,0,0,2,0,1965,sevcijo01
FALSE,TRUE,Hank Severeid,15,4312,408,1245,204,42,17,539,35,.289,.367,0,0,0,0,0,1584,0,1926,severha01
FALSE,FALSE,Rich Severson,2,270,26,69,11,3,1,23,0,.256,.330,0,0,0,0,0,89,0,1971,severri01
FALSE,FALSE,Jimmy Sexton,6,372,53,81,9,3,5,24,36,.218,.298,0,0,0,0,0,111,0,1983,sextoji01
FALSE,FALSE,Tom Sexton,1,47,9,11,2,0,0,0,0,.234,.277,0,0,0,0,0,13,0,1884,sextoto01
FALSE,FALSE,Socks Seybold,9,3685,478,1085,218,54,51,556,66,.294,.424,0,0,0,0,0,1564,0,1908,seyboso01
FALSE,FALSE,Ralph Shafer,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1914,shafera01
FALSE,FALSE, Shaffer,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1875,shaff01
FALSE,FALSE,Frank Shaffer,1,19,1,3,0,0,0,0,0,.158,.158,0,0,0,0,0,3,0,1884,shafff01
FALSE,FALSE,Orator Shafer,13,3552,601,1000,164,53,11,317,34,.282,.367,0,0,0,0,0,1303,0,1890,shaffor01
FALSE,FALSE,Richie Shaffer,2,122,16,26,9,0,5,10,0,.213,.410,0,0,0,0,0,50,0,2016,shaffri01
FALSE,FALSE,Taylor Shafer,2,493,57,92,8,6,0,21,19,.187,.227,0,0,0,0,0,112,0,1890,shaffta01
FALSE,FALSE,Wally Shaner,4,629,80,175,45,8,4,74,13,.278,.394,0,0,0,0,0,248,0,1929,shanewa01
FALSE,FALSE,Frank Shannon,2,119,14,19,1,1,1,17,3,.160,.210,0,0,0,0,0,25,0,1896,shannfr01
FALSE,FALSE,Red Shannon,7,1070,124,277,38,22,0,91,21,.259,.336,0,0,0,0,0,359,0,1926,shannre01
FALSE,FALSE,Spike Shannon,5,2613,383,677,49,15,3,183,145,.259,.293,0,0,0,0,0,765,0,1908,shannsp01
FALSE,FALSE,Ralph Sharman,1,37,2,11,2,1,0,2,1,.297,.405,0,0,0,0,0,15,0,1917,sharmra01
FALSE,FALSE,Mike Sharperson,8,1203,149,337,61,5,10,123,22,.280,.364,1,0,0,0,0,438,0,1995,sharpmi01
FALSE,FALSE,Jack Sharrott,4,299,47,71,9,5,2,43,15,.237,.321,0,0,0,0,0,96,0,1893,sharrja01
FALSE,FALSE,Shag Shaughnessy,2,32,2,9,0,0,0,1,3,.281,.281,0,0,0,0,0,9,0,1908,shaugsh01
FALSE,FALSE,Chris Shaw,2,72,2,11,2,0,1,7,1,.153,.222,0,0,0,0,0,16,0,2019,shawch01
FALSE,FALSE,Hunky Shaw,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1908,shawhu01
FALSE,FALSE,Gerry Shea,1,6,0,2,0,0,0,0,0,.333,.333,0,0,0,0,0,2,0,1905,sheage01
FALSE,FALSE,Ryan Shealy,5,545,75,146,26,1,19,94,2,.268,.424,0,0,0,0,0,231,0,2010,shealry01
FALSE,FALSE,Merv Shea,11,1197,105,263,39,7,5,115,8,.220,.277,0,0,0,0,0,331,0,1944,sheame01
FALSE,FALSE,Nap Shea,1,8,1,1,0,0,0,0,0,.125,.125,0,0,0,0,0,1,0,1902,sheana01
FALSE,FALSE,John Shearon,2,188,16,41,1,2,0,16,9,.218,.245,0,0,0,0,0,46,0,1896,shearjo01
FALSE,FALSE,Biff Sheehan,2,199,24,60,3,6,1,19,7,.302,.392,0,0,0,0,0,78,0,1896,sheehbi01
FALSE,FALSE,Tommy Sheehan,4,1011,96,238,26,8,1,88,32,.235,.280,0,0,0,0,0,283,0,1908,sheehto01
FALSE,FALSE,Bud Sheely,3,210,7,44,5,0,0,12,0,.210,.233,0,0,0,0,0,49,0,1953,sheelbu01
FALSE,FALSE,Bob Sheldon,3,262,30,67,8,5,0,17,0,.256,.324,0,0,0,0,0,85,0,1977,sheldbo01
FALSE,FALSE,Scott Sheldon,5,285,34,67,16,0,8,33,1,.235,.375,0,0,0,0,0,107,0,2001,sheldsc01
FALSE,FALSE,Hugh Shelley,1,8,1,2,0,0,0,1,0,.250,.250,0,0,0,0,0,2,0,1935,shellhu01
FALSE,FALSE,Jack Shepard,4,751,72,195,29,6,12,75,2,.260,.362,0,0,0,0,0,272,0,1956,shepaja01
FALSE,FALSE,Ron Shepherd,3,108,23,18,6,0,2,5,3,.167,.278,0,0,0,0,0,30,0,1986,shephro01
FALSE,FALSE, Sheridan,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1875,sheri01
